Elapsed Time (s) - 1_cycle2,Working Electrode (V) - 1_cycle2,Elapsed Time (s) - 2_cycle5,Working Electrode (V) - 2_cycle5,Elapsed Time (s) - 3_cycle8,Working Electrode (V) - 3_cycle8,Elapsed Time (s) - 4_cycle11,Working Electrode (V) - 4_cycle11,Elapsed Time (s) - 5_cycle14,Working Electrode (V) - 5_cycle14
0.0,0.0109442798420787,0.0,0.0062583084218204,0.0,0.0093302968889474,0.0,0.0128071811050177,0.0,0.0164464842528105
0.010000810027200657,0.0254269167780876,0.0009999999310963403,0.0134898042306304,0.0010000000470000714,0.0198149476200342,0.0009999999309968644,0.0267245825380087,0.001000000048009042,0.0337496288120747
0.02000103006140108,0.0378880836069584,0.0019999999785937916,0.0176572799682617,0.0020000000950091135,0.0258264560252428,0.001999999977982725,0.0346235409379005,0.0019999999790059064,0.0436482317745686
0.03000078001059947,0.0489974766969681,0.003000000026091243,0.0213183891028166,0.003000000026005978,0.0310358814895153,0.0029999999089795892,0.0414799079298973,0.0030000000270149485,0.0521981902420521
0.040000980021499544,0.0591606460511684,0.003999999957088107,0.0246406830847263,0.004000000073006049,0.0357946269214153,0.003999999956988631,0.0476781763136387,0.003999999958011813,0.0598726198077202
0.0500006800285,0.0685454607009888,0.0050000000045997695,0.0277397353202105,0.0050000000040029136,0.0401989035308361,0.005000000003974492,0.0534025281667709,0.005000000005026095,0.0669105872511864
0.060000780038599544,0.0772609040141106,0.00599999993569611,0.0306775327771902,0.006000000051997745,0.0443289279937744,0.005999999934999778,0.0587541610002518,0.0060000000530067155,0.073487862944603
0.07000075001269934,0.0853750556707382,0.006999999983193561,0.0334637612104416,0.007000000098997816,0.0482728406786919,0.006999999982980398,0.0638328418135643,0.00699999998400358,0.0796372219920158
0.08000095002359942,0.0929534062743187,0.00800113996949392,0.0361645929515362,0.00800076010600037,0.0520232170820236,0.008000770000990087,0.0686503499746323,0.008000739967002346,0.0854697227478027
0.09000098006800172,0.100044466555119,0.009001140016991371,0.0387919843196869,0.009000760036997235,0.055655911564827,0.009000769931986952,0.0732670426368713,0.009000740015011388,0.0909826084971428
0.10000086005310038,0.106687195599079,0.010001139948087712,0.0413367338478565,0.010000760085006277,0.0591598004102707,0.010000769979995994,0.0777010172605515,0.010000739946008252,0.0962364226579666
0.11000092001640027,0.112939745187759,0.011001139995599374,0.0438022240996361,0.011000760016003142,0.0625590980052948,0.011000769910992858,0.0819675996899605,0.011000739993022535,0.101236648857594
0.12000087008350135,0.118829160928726,0.012001139926695714,0.046230424195528,0.012000760063003213,0.0658413544297218,0.012000769958973478,0.0860471129417419,0.012000740041003155,0.106033012270927
0.13000061002099983,0.124407082796097,0.013001139974193165,0.0485787279903889,0.013000759994000077,0.0690645426511765,0.01300077000598776,0.089999258518219,0.01300073997200002,0.11059644818306
0.1400009400677007,0.129688695073128,0.014001140021690617,0.0509036220610142,0.01400076004200912,0.0721748918294907,0.014000769936984625,0.0938196778297424,0.014000740019014302,0.114981830120087
0.15000083006459874,0.134721025824547,0.015001139952786957,0.0531718619167805,0.01500076008900919,0.075199693441391,0.015000769984993667,0.097492091357708,0.015000739950011166,0.119172066450119
0.16000102006369943,0.139522850513458,0.01600114000029862,0.0553800538182259,0.016000760020006055,0.0781767219305038,0.01600076991599053,0.101082175970078,0.016000739998020208,0.123222030699253
0.17000099003779923,0.144112750887871,0.01700113993139496,0.0575648359954357,0.017000760068000886,0.0810470432043076,0.017000769962976392,0.104533441364765,0.01700074004500607,0.127071186900139
0.18000074010350176,0.148521557450294,0.018001049989791795,0.0597128197550774,0.01800078002200678,0.0838897600769997,0.018001429968990124,0.107864610850811,0.018000809942009255,0.130796864628792
0.19000087003229993,0.152762591838837,0.019001049920888136,0.0618281960487366,0.01900078007000161,0.0866466090083122,0.019001429899986988,0.111131861805916,0.019000809989023537,0.134369522333145
0.20000078005250188,0.156852290034294,0.020001049968399798,0.06389369815588,0.020000780000998475,0.0893395394086838,0.02000142994799603,0.114266268908978,0.020000810037004157,0.137814328074455
0.21000077005010098,0.160815715789795,0.02100105001589725,0.065921738743782,0.021000780047998546,0.0919603109359741,0.02100142999498189,0.117331586778164,0.021000809968001022,0.141135662794113
0.22000082000160148,0.164651274681091,0.02200104994699359,0.0679134726524353,0.02200078009600759,0.094546377658844,0.022001429925978755,0.120290204882622,0.022000810016010064,0.144337207078934
0.23000074003359927,0.16836903989315,0.02300104999449104,0.0698843821883202,0.023000780027004453,0.0970496460795403,0.023001429973987797,0.123183131217957,0.02300080994700693,0.147420287132263
0.24000096006789917,0.171977192163467,0.02400104992558738,0.0718168690800667,0.024000780074999284,0.099517710506916,0.02400142990498466,0.125960484147072,0.02400080999402121,0.150421679019928
0.25000083004130147,0.175500124692917,0.025001049972999567,0.0737254694104195,0.025000780005996148,0.101937048137188,0.025001429951998944,0.128686651587486,0.02500081004200183,0.153310731053352
0.2600008500740003,0.178925096988678,0.02600105002049702,0.0756179317831993,0.02600078005299622,0.10427775233984,0.026001429999979564,0.131320670247078,0.026000809972998695,0.156110361218452
0.27000071003569914,0.182268887758255,0.02700104995159336,0.0774474292993546,0.02700078010100526,0.106591835618019,0.02700142993097643,0.133880749344826,0.027000810020012977,0.158813610672951
0.28000092005829913,0.185527622699738,0.028000780031987915,0.0792604684829712,0.028000780032002126,0.108847968280315,0.028000879915992982,0.136391282081604,0.028000770021009203,0.161441817879677
0.29000096011440135,0.188714861869812,0.029000779963098466,0.0810580179095268,0.029000780079002197,0.111050665378571,0.029000879963973603,0.13881479203701,0.029000769952006067,0.164002537727356
0.30000081006440027,0.191809862852097,0.030000780010595918,0.0828229561448097,0.030000780009999062,0.113208822906017,0.03000087989499889,0.141207963228226,0.03000076999902035,0.166479647159576
0.3100007401081015,0.194841146469116,0.031000779941692258,0.0845662653446198,0.031000780058008104,0.115350343286991,0.03100087994198475,0.143514946103096,0.03100077004700097,0.168891057372093
0.32000067003540167,0.197805717587471,0.03200077998918971,0.0862789079546928,0.032000780105008175,0.117403253912926,0.03200087998999379,0.145773336291313,0.032000769978026256,0.171243235468864
0.33000096003529933,0.200701907277107,0.033000779920186574,0.0879755616188049,0.03300078003600504,0.119430497288704,0.033000879920990656,0.147968947887421,0.033000770025012116,0.173546984791756
0.340000690077499,0.203528195619583,0.034000779967698236,0.0896386504173279,0.03400078008399987,0.121418841183186,0.034000879967976516,0.150108367204666,0.03400076995700374,0.175770834088326
0.35000085004140047,0.20628347992897,0.03500078001519569,0.0912728384137154,0.035000780014996735,0.123357139527798,0.03500087989897338,0.152216479182243,0.03500077000401802,0.177957713603973
0.36000067007270076,0.208980664610863,0.03600077994629203,0.092894434928894,0.03600078006199681,0.125293985009193,0.03600087994698242,0.154268100857735,0.03600077005199864,0.180106818675995
0.3700011300389008,0.211610436439514,0.03700077999378948,0.0944840759038925,0.03700077999400264,0.127172887325287,0.037000879993996705,0.156278550624847,0.03700076998302393,0.182172492146492
0.3800005200318992,0.214166164398193,0.03800077992490003,0.096047081053257,0.03800078004100271,0.129018038511276,0.03800080995998201,0.158250749111176,0.03800080996100519,0.184221029281616
0.39000092004430087,0.216658443212509,0.03900077997239748,0.0976062119007111,0.039000780088997544,0.130834311246872,0.03900081000699629,0.160198256373405,0.03900081000801947,0.18623149394989
0.40000072005210185,0.219073370099068,0.04000078001989493,0.0991391912102699,0.04000078002000862,0.132602319121361,0.040000809937993154,0.162079080939293,0.040000809939016335,0.188182070851326
0.4100006700028018,0.221429020166397,0.04100077995099127,0.100644573569298,0.04100078006700869,0.134354829788208,0.041000809985973774,0.163917794823647,0.04100080998702538,0.190102443099022
0.42000067001210084,0.223703637719154,0.042000779998488724,0.102118797600269,0.042000779998005555,0.136071026325226,0.04200080991699906,0.16574615240097,0.04200081003401124,0.191990375518799
0.43000083009249934,0.225892379879951,0.0430007799294998,0.103601098060608,0.043000780046000386,0.137760892510414,0.04300080996398492,0.167507067322731,0.0430008099650081,0.19384104013443
0.4400007700314994,0.228008702397346,0.04400077997699725,0.105042718350887,0.04400078009300046,0.139408648014069,0.044000809895976545,0.169260546565056,0.044000810013017144,0.195650681853294
0.45000077004080197,0.230014741420746,0.0450007800244947,0.106453984975815,0.04500078002399732,0.141032338142395,0.04500080994299083,0.170979648828506,0.04500080994401401,0.197467431426048
0.460000770050101,0.231915056705475,0.04600077995559104,0.107878334820271,0.046000780072006364,0.142622798681259,0.04600080999099987,0.172666132450104,0.04600080999099987,0.199192836880684
0.4700008600485006,0.233686819672585,0.047000780003088494,0.109257481992245,0.04700078000300323,0.144202426075935,0.04700080992199673,0.174334049224854,0.04700081003900891,0.200923383235931
0.48000074003359927,0.235301643610001,0.048000779934199045,0.110622584819794,0.0480007800500033,0.145760908722878,0.048000809968982594,0.175981163978577,0.048000809970005776,0.202614545822144
0.490000720019502,0.236767545342445,0.04900105996058812,0.111974626779556,0.0490011700889994,0.147253528237343,0.0490011899959768,0.17756225168705,0.04900063003901778,0.204284742474556
0.5000009600772017,0.238062903285027,0.05000106000800031,0.113307937979698,0.050001170019996266,0.148762300610542,0.050001189926973666,0.179159477353096,0.05000062997001464,0.205950736999512
0.5100007900037014,0.239183828234673,0.05100105993909665,0.114612348377705,0.05100117006800531,0.150236055254936,0.05100118997498271,0.180726677179337,0.051000630018023685,0.207542642951012
0.5200007400709019,0.240147650241852,0.0520010599865941,0.115919828414917,0.05200116999900217,0.151677995920181,0.05200118990597957,0.182260140776634,0.05200062994902055,0.209162935614586
0.5300007400802009,0.240980699658394,0.05300105991769044,0.117191962897778,0.053001170046002244,0.153127834200859,0.053001189952993855,0.183751150965691,0.05300062999600641,0.210723832249641
0.5400006700075011,0.241695523262024,0.05400105996518789,0.118451178073883,0.054001170093997075,0.154544427990913,0.054001190000974475,0.185262352228165,0.05400063004401545,0.212275549769402
0.5500007800293005,0.242310792207718,0.055001060012699554,0.11970829218626,0.05500117002500815,0.155923902988434,0.05500118993199976,0.186719939112663,0.055000629975012316,0.213808685541153
0.5600007401081015,0.242839813232422,0.056001059943795894,0.120938621461391,0.05600117007200822,0.157298073172569,0.05600118997898562,0.188202068209648,0.05600063002302136,0.215302139520645
0.5700006800471016,0.243317902088165,0.057001059991293346,0.122157476842403,0.057001170003005086,0.158636540174484,0.057001189910977246,0.189612373709679,0.05700062995401822,0.216798633337021
0.5800008900697016,0.243735209107399,0.058001059922389686,0.123377151787281,0.05800117005099992,0.159976944327354,0.05800118995799153,0.191026866436005,0.05800063000100408,0.218254610896111
0.5900007800665001,0.244117304682732,0.059001049958098406,0.124544359743595,0.059000790002002645,0.161293461918831,0.0590007799909813,0.192428633570671,0.05900082003802254,0.219696074724197
0.6000007400289,0.244469985365868,0.06000105000559586,0.125721901655197,0.06000079004999748,0.162594974040985,0.060000779921978165,0.193814888596535,0.0600008199690194,0.221114605665207
0.6100008300272997,0.244779974222183,0.0610010499366922,0.126896381378174,0.06100079009699755,0.163875833153725,0.06100077996899245,0.19516821205616,0.061000820017000024,0.222509428858757
0.6200009200256993,0.245074853301048,0.06200104998418965,0.128029525279999,0.06200079002900338,0.165148749947548,0.06200077989998931,0.196520239114761,0.06200081994802531,0.223901957273483
0.6300008500694005,0.245350763201714,0.0630010500316871,0.129165589809418,0.06300079007600345,0.166388437151909,0.06300077994799835,0.19786049425602,0.06300081999600593,0.225253030657768
0.6400005100295019,0.24560384452343,0.06400104996279765,0.130274042487144,0.06400079000700032,0.167600691318512,0.06400077999498421,0.199176996946335,0.06400082004302021,0.226614743471146
0.650000870111402,0.245850384235382,0.0650010500102951,0.131366834044456,0.06500079005499515,0.168853282928467,0.06500077992598108,0.200469642877579,0.06500081997401708,0.227917551994324
0.6600006800145017,0.246073871850967,0.06600104994139144,0.132493853569031,0.06600079010199522,0.170062467455864,0.06600077997399012,0.201763242483139,0.06600082002202612,0.229223102331161
0.6700007600012015,0.246280193328857,0.0670010499888889,0.133565500378609,0.0670007900330063,0.171256959438324,0.06700077990498698,0.203037798404694,0.06700081995302298,0.230495378375053
0.6800008700230009,0.246479824185371,0.06800104991999945,0.134612455964088,0.06800079008100113,0.172445148229599,0.06800077995299603,0.204313308000565,0.06800082000000884,0.23175847530365
0.6900009301025989,0.246673658490181,0.06900078000029453,0.135698139667511,0.06900095008300866,0.173605740070343,0.06900080991897539,0.205561876296997,0.06900076998900317,0.233004122972488
0.7000007400056987,0.246863678097725,0.07000077993139087,0.136731550097466,0.07000095001400553,0.174762785434723,0.07000080996598967,0.206793814897537,0.07000077003701222,0.234217673540115
0.7100009201095006,0.247041955590248,0.07100077997888832,0.137782201170921,0.0710009500610056,0.175918847322464,0.07100080989698654,0.208014935255051,0.07100076996800908,0.235411837697029
0.7200008500368007,0.247210636734962,0.07200078002639998,0.138807862997055,0.07200094999200246,0.177049100399017,0.07200080994499558,0.20921266078949,0.07200077001502336,0.236588075757027
0.7300007300218994,0.247368380427361,0.07300077995749632,0.139810740947723,0.07300095003999729,0.178178057074547,0.07300080999198144,0.210411012172699,0.07300076994602023,0.23773817718029
0.7400006800890004,0.247521936893463,0.07400078000499377,0.140836700797081,0.07400095008699736,0.179303616285324,0.0740008099229783,0.211597427725792,0.07400076999400085,0.238859549164772
0.7500006901100988,0.247679576277733,0.07500077993609011,0.141823127865791,0.0750009500190032,0.180406421422958,0.07500080997098735,0.212754145264626,0.07500077004101513,0.239936530590057
0.7600009100279017,0.2478286921978,0.07600077998358756,0.14279243350029,0.07600095006600327,0.181490510702133,0.07600080990198421,0.213925078511238,0.076000769972012,0.241016402840614
